Zone,w_max
data_zone_1,26.394491035519867
data_zone_2,36.62470944539983
data_zone_3,27.30779864936352
data_zone_4,25.451772820020985
data_zone_5,37.4623915070184
data_zone_6,27.119420308462377
data_zone_7,24.987193797346755
data_zone_8,27.752704306443288
data_zone_9,34.24465887804355
data_zone_10,27.71042224114302
