"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.473172040572182,0.63694912978053,0.427030491808651,0.549018578898685,0.504885467245646,0.364567847894428,0.387835058147573,0.495576768360886,0.554773948891794,0.630140840977963,0.286497207882384,0.290031399193023,0.593853166976849,0.644154082481207,0.398311660819433,0.544320305046949,0.660696105957068,0.587383767166704,0.351767103365134,0.603773295376539,0.444559517695412,0.562036969788809,0.563648480506798,0.365956244660668,0.60430446914017,0.566501498389858,0.526685980595285,0.68731417059655,0.620087538475441,0.521779654927315,0.504520971490176,0.529568664832235,0.492479727747619,0.444589768573622,0.442955722700195,0.661099346134173,0.515535874865149,0.588501963965499,0.575190597046569,0.411515420514575,0.590180708123219,0.520765612770224,0.664240779201704,0.442732476371859,0.528412758501799,0.442307739183029,0.502453502551749,0.508056514417762,0.634140580414111,0.46808234014473,0.482983574948623,0.476271731444806,0.551342210975703,0.36997216645093,0.438208357307541,0.561771653415326,0.69467325856037,0.353787154546102,0.23608640434631,0.495421352403477,0.536925612570823,0.524431993510288,0.688103262607304,0.563181324759592,0.601800022617779,0.531541690541529,0.595778653281324,0.368790641088067,0.433980260450152,0.508481408412398,0.482311485103971,0.501952678219449,0.521847398893521,0.598830338354309,0.49780281567627,0.574537138392138,0.565223959841489,0.419628592105568,0.534934666052983,0.501205136582766,0.472681058276681,0.502913936747122,0.55493242350696,0.41664822432623,0.529251494200308,0.608229885901525,0.6138856977731,0.493576616284436,0.683706271480981,0.498534575613057,0.588466037595763,0.716643911636622,0.655046139688626,0.44058082880638,0.547348217255449,0.6908626852306,0.70439663709836,0.504822292427733,0.354923750886049,0.516679594864741
"2",0.539547923551079,0.631571810544702,0.536922925311583,0.66062846637587,0.614497556194278,0.423325166226722,0.453212552077844,0.438389263047169,0.595384488056349,0.586517666547877,0.419023334879699,0.391085335825155,0.621338833907243,0.73447125898341,0.502487157848053,0.595661688989957,0.712048310639424,0.707977543872297,0.399779399577114,0.686394175925558,0.421435756030624,0.591772358089607,0.562063133246064,0.406359988809774,0.558954492692342,0.580943084318385,0.594105411787513,0.689561143846624,0.638890736578959,0.55767327180008,0.509886178257048,0.694731345558419,0.575834329067233,0.495489563033053,0.567021061990884,0.663840078351595,0.583929260997351,0.647279277210377,0.602933121254258,0.425476292548403,0.621941342476493,0.562962518470911,0.640465028578836,0.410088616100388,0.503930083319838,0.406728741666841,0.540291569160056,0.577326962339278,0.663768230111264,0.574169191779348,0.464977207656275,0.500564600290166,0.504274855253835,0.468014178863542,0.484315659447201,0.528659437291412,0.669139443299388,0.410571119907505,0.375398399821198,0.476463724639797,0.647823748415836,0.556546309049977,0.709549581885472,0.610434676678197,0.635904429715527,0.558829669231484,0.624859809958512,0.428729052328484,0.47557298537687,0.427285474692807,0.541706262793877,0.588336864699173,0.49263301546704,0.596951737608806,0.545020108116525,0.562860601469931,0.608166923093802,0.492767717383187,0.443084470139735,0.42219449450749,0.480238856462798,0.552127934802701,0.591122669128243,0.421721381129963,0.577293944362415,0.575510811046728,0.662533412590345,0.544191276405925,0.73474679397671,0.556387858904806,0.46056970526316,0.73674741301972,0.737997577238112,0.456886355889867,0.592558986242465,0.72309152461694,0.690721518194387,0.401456594984164,0.414204912711232,0.616057619736399
"3",0.596251679666054,0.662805814951119,0.571838735900915,0.703449919669944,0.640310181451579,0.466678438332193,0.420386968188411,0.453064897526504,0.696601497707696,0.661460491436717,0.433940477017335,0.446749542714287,0.644572187208856,0.707387078680178,0.550917984794523,0.709843254305793,0.72405478229388,0.707248746617567,0.320477391198354,0.68204856225033,0.456694231226541,0.639427214129611,0.636800732044271,0.496939552690018,0.560948889846823,0.614600209168211,0.61114792819588,0.681120177738798,0.639164455956069,0.573704673986015,0.538429274852734,0.760840909920344,0.581552123084571,0.468997069435174,0.594597918071629,0.722764995410197,0.615342052576023,0.716242883520212,0.68394923234638,0.49241144584443,0.656749674719943,0.662597119068729,0.665803128574119,0.467608763665178,0.650340468534447,0.465909219329298,0.60495466487521,0.640285194858324,0.766449488343788,0.682698813546971,0.552156206367652,0.442945744475266,0.57253344014892,0.502800810075818,0.448596315738048,0.552875661012817,0.6414029104469,0.497496400812144,0.336790846027862,0.574773851414725,0.671359466321923,0.619420430360244,0.688033115663828,0.588998353960495,0.67363282739685,0.618327601536185,0.622139527120147,0.503626884745252,0.512500983240449,0.515875047385797,0.59792994622342,0.583864435372647,0.497417904455673,0.665774646024074,0.585174205135127,0.65682928674457,0.575551963937862,0.560892846271412,0.443118200926774,0.543892045373068,0.442450357299723,0.615156432624895,0.637376359122213,0.530429468919866,0.608527717177511,0.56180557215934,0.684965650062191,0.519359433472113,0.738156890467554,0.524384249225275,0.441589389471249,0.823904697648532,0.704830482027181,0.478566530152167,0.605470679212638,0.657381743691593,0.712680147228045,0.50387308732833,0.453391764300488,0.669182598978461
"4",0.654032319734152,0.722065416287185,0.607062989702394,0.722517676605884,0.736759501133146,0.501814546607578,0.491003241529364,0.510258865550312,0.707602464225824,0.716361293101251,0.537276887513964,0.572149179582762,0.702537208955928,0.618032625938693,0.572983913350207,0.674118728480684,0.836684133462719,0.691728669915012,0.478775744113135,0.700307282787562,0.277801468272883,0.65477810903343,0.695200344663448,0.583360134505424,0.482721822791217,0.652731345355657,0.641910392050718,0.684361317867869,0.696887642442003,0.549768178985263,0.509869594625872,0.764368999726752,0.658772589166242,0.490585324774758,0.635300915362984,0.623634097918447,0.625627438462022,0.766284792785387,0.704660212818181,0.425887005364891,0.72455414770213,0.76612034312241,0.676439957765644,0.528933446925496,0.716225760589173,0.52185399634112,0.651060746338345,0.628971869790871,0.848168349158953,0.7191262648012,0.576975288734257,0.525537654371817,0.617671056027198,0.583142948203675,0.437666830538378,0.610201921377089,0.768630575746698,0.582127336163442,0.294838985693491,0.475776300181506,0.716360751770398,0.705666877893411,0.64364334050892,0.612873961566906,0.64648945586674,0.676109442278915,0.634518607294391,0.603290726846869,0.592962855262372,0.629067574835443,0.683114538639425,0.613182942147556,0.620000778052144,0.685515132476833,0.525104279466848,0.685384197195833,0.701253785235244,0.556608510444995,0.583114378641644,0.497420832990323,0.61444816228606,0.732053891928969,0.62263933517979,0.533858102624754,0.686111839620656,0.482333007202495,0.691535582985858,0.482302316328264,0.75160125549703,0.633103607657083,0.487514122067668,0.837527219348006,0.727112039926561,0.430059064010045,0.580028763153865,0.659659688192381,0.742292358298652,0.522531048754345,0.523311500011254,0.721778679222104
"5",0.651472487909371,0.712090299252693,0.548789099714256,0.734458316258229,0.743043732736958,0.585225065000151,0.398257814623738,0.552246231500696,0.637923340019457,0.766691193730928,0.559127137777598,0.510596761958339,0.673869913832586,0.597771268917115,0.550897926829864,0.65661987457256,0.783496479030629,0.767146247997002,0.479030124792379,0.775943847824111,0.328277125635099,0.610264512887993,0.625810509156429,0.538995489654431,0.590949616936132,0.680043431742172,0.719579380459133,0.588971323389105,0.62414118658993,0.592855074936881,0.465736105297177,0.680905482878494,0.598326834226897,0.481535179802626,0.564982578719301,0.606528949420565,0.547779531932386,0.761206462364638,0.621288481727349,0.4387730192939,0.692704344230229,0.722108139731712,0.733305032440761,0.647170160272373,0.693256041658179,0.575386442236873,0.642667170716832,0.531489930562247,0.783280551289977,0.670795586125628,0.569465598811359,0.570740064949592,0.659608209398326,0.596035522303355,0.435716684524026,0.645463731520385,0.767509871269142,0.5531035201718,0.396349121480194,0.473296203243496,0.669034782525744,0.647710522825215,0.661902280414561,0.622010778061836,0.653346399725882,0.620919074761305,0.602703898180774,0.627917483291112,0.609268354967317,0.629423561575165,0.704842932948197,0.500485204441852,0.590302290796812,0.621649535854506,0.575124545111146,0.713485073338993,0.702273192736435,0.57556285594577,0.635982336450592,0.518150783106075,0.601218491296718,0.644280191204985,0.498516469389025,0.543578559935365,0.728918930966268,0.383381386023675,0.702584922663735,0.422902137212217,0.663219227758007,0.648703861148719,0.310041892863747,0.779055632170737,0.660081082685713,0.400667439077915,0.566360218199265,0.635857373748924,0.689622977805106,0.530849626216333,0.56571688332919,0.710276331549289
"6",0.655799647270841,0.732967940204413,0.554564906353015,0.656327013148346,0.695014761067976,0.539867785750806,0.467243755635504,0.50066673143971,0.676698525667977,0.745931163398424,0.464359500236715,0.453243518946838,0.716104948068201,0.56982559231827,0.604577599686109,0.634548812996299,0.827109257160886,0.705805139773895,0.525223484123782,0.733525726095062,0.521068813734037,0.683384544430936,0.629005627025309,0.627016869323627,0.600422974911185,0.661038900531817,0.691633107352179,0.489453730456351,0.531791191821071,0.611789282338434,0.474778605891131,0.687902599359693,0.500171028995918,0.499366244339773,0.616258895362878,0.696780160655973,0.534947342745015,0.731694979728075,0.635191936516554,0.474667040677421,0.678480409879268,0.597624480492934,0.73915610207371,0.649519331662084,0.675545372333849,0.652597892780927,0.674552911603545,0.508997734603168,0.76842673529712,0.584742141453118,0.634190529087557,0.499492885605956,0.73528431348954,0.608141133455182,0.262065684791113,0.632360241061026,0.825819281375359,0.558129620640893,0.253648818015512,0.55486988350761,0.595690338495821,0.611013644544726,0.620332411217104,0.650651929846209,0.564204347533433,0.598342834927253,0.411416045215209,0.64008614819857,0.613030149342003,0.568506346628158,0.611367869521207,0.523253746221876,0.654580862107211,0.587218318353268,0.608094716263513,0.632922025026194,0.653756839357268,0.610300715279354,0.594993033570478,0.52510021635221,0.646451343292463,0.616646559370873,0.517936315886077,0.59271677014931,0.67445480805102,0.475279823210773,0.703454296250436,0.500871538598313,0.632411211526938,0.641999091966308,0.508078411968655,0.843267482274799,0.611520092233071,0.485371148772484,0.582282884260299,0.6696641402927,0.616847109715665,0.571295363436618,0.575199146423566,0.66330777396615
"7",0.636813178511969,0.638113441883594,0.615736313161516,0.693951692955842,0.661286285356437,0.572474319313488,0.459359599271176,0.535449338827507,0.687602139783745,0.730783790630156,0.556027702274165,0.480253533783209,0.660603591936317,0.560977076136033,0.516165785438606,0.620985221394548,0.784343252449951,0.663570309162525,0.604694337666242,0.731587824970057,0.545012617483035,0.585365447109919,0.619021909414106,0.612689163334722,0.631053638193563,0.634180560608579,0.72586332096006,0.542497180423968,0.521977537610734,0.660345045335667,0.480070945812119,0.611622889191029,0.528211852495053,0.52462758948291,0.590370271802608,0.69717744999694,0.531373654065517,0.691585482782766,0.622708055010606,0.523293238448073,0.645780328610994,0.603946238250866,0.683352459554973,0.625332209180842,0.650715227211501,0.648564823157953,0.567104092643502,0.512513723684555,0.707944073005748,0.532802561276267,0.607683395944812,0.471348542846463,0.655127130382168,0.559629632599688,0.389995023006555,0.636785408898903,0.785268802433227,0.480911284942824,0.414147163489212,0.653049971093821,0.624029243646672,0.56671974151891,0.687228975275297,0.627152618232357,0.534960322578703,0.596300390825894,0.464783114324266,0.653588454938202,0.675256399802617,0.542572299081071,0.559678192694211,0.463091939444447,0.632665239128144,0.56658380015469,0.637069380625709,0.638056759048679,0.478215266243085,0.679686291712022,0.549753417247362,0.603668103021917,0.671230860581977,0.538331717418996,0.440492291980754,0.51601874891072,0.72296795080598,0.465436881882654,0.706044650336906,0.595938888088126,0.586262350795887,0.634526433325866,0.51547676238412,0.81128725154705,0.618854266678695,0.470588320258156,0.610767405686021,0.693125372615647,0.569298851299513,0.487288795691549,0.599600813694823,0.712352456292704
"8",0.623877127802433,0.62006440934376,0.512287425515156,0.629039709947345,0.649749954576896,0.548500381973468,0.467523034887608,0.475754139244469,0.585707539489742,0.722374993777614,0.611398510329269,0.433832502745963,0.709391355029385,0.601624746746104,0.544268227850763,0.556210478835417,0.800199688133488,0.74469572467775,0.633709509112164,0.70788177195313,0.483825913603495,0.527014215280001,0.565900878251378,0.598573796556011,0.690293345855804,0.581517488951135,0.698789324250282,0.50193330280377,0.611325187782423,0.726597565424645,0.381956252522754,0.648630100619617,0.43879499974194,0.421064173206443,0.537917787088291,0.628877173920064,0.604913956661804,0.623122415357182,0.592363226154926,0.579431682204713,0.555739243021502,0.703858643483526,0.719417062377042,0.521006128361436,0.675513563116349,0.598566950166471,0.496026457176569,0.459447771444392,0.727625080085391,0.616900186649831,0.517745609505595,0.46605535611353,0.715746509478441,0.630015337035545,0.404483420688595,0.741335130710564,0.751943478099988,0.497433946377083,0.429725375557055,0.636824709768457,0.580562430933252,0.53770588288332,0.791265814179634,0.617743424939591,0.588569953671019,0.569291766891363,0.43344798950272,0.667661400987398,0.682181203687214,0.534136923888383,0.467474793976575,0.482966294136448,0.640294242262625,0.455767644023821,0.592229962120789,0.613197250292737,0.499061122808146,0.630211392899703,0.564728608853817,0.629190933315946,0.666494585677154,0.450074764443807,0.612554838310086,0.553498888288736,0.694329487893748,0.485265110403773,0.77988288175906,0.657412609571443,0.600271122998369,0.615212174525512,0.57275727966783,0.757214266538612,0.544828759647905,0.44997468768674,0.590491193007706,0.659933777044754,0.614341301547954,0.502253892592696,0.658148256284637,0.725078208011982
"9",0.606775692422518,0.510781554182133,0.649273036749413,0.658472434633668,0.66452979523714,0.533474984980956,0.471004759382116,0.498197719514826,0.595647451994081,0.761237568608318,0.645699631289336,0.482192159585502,0.653679783997273,0.612333330511045,0.608415489560641,0.481226754128463,0.7793807806828,0.730577837496569,0.68373466347414,0.709710121059032,0.490768164565652,0.532210941039858,0.586169774047527,0.620197686473606,0.679060413260666,0.629221578966819,0.696166289200017,0.445450108836098,0.545303865406435,0.659510930704163,0.403929144372711,0.719923806425797,0.486829166196096,0.442927492285885,0.508069709985066,0.631945436904098,0.592480145325956,0.562336124239061,0.598716439918944,0.624708764597287,0.53375528871564,0.755155091845685,0.743528933915588,0.566350355262627,0.695060239008104,0.493763529173586,0.571484291573511,0.437676750840942,0.735304589014706,0.678627667032491,0.555213255515261,0.56876803167693,0.699281566212251,0.611808466746993,0.374169956858263,0.719543106539179,0.689692215617339,0.49544198667137,0.50604592338127,0.608381933628158,0.633597150613051,0.569192685886817,0.774133625904945,0.626391257438543,0.564241411570191,0.590612707751451,0.389595687183808,0.646971550029042,0.701430723871517,0.4484462345097,0.495105204467819,0.476675594264055,0.651616916184994,0.482698180208431,0.459374121188839,0.659801256927591,0.473123107383236,0.601963481895978,0.588688769971756,0.616413424769979,0.614212897307327,0.435096627477815,0.6388953041525,0.334150467291491,0.693800333916962,0.505105464135426,0.783943130408436,0.683412922258359,0.571036325846172,0.71527637442686,0.559255190875328,0.74421293627345,0.592183371489121,0.446244920795752,0.53112730621743,0.664559726459646,0.505141507298983,0.488681611732888,0.579717072890687,0.680786908700902
"10",0.613798619345098,0.637417241698803,0.757305252052772,0.621376488910554,0.662650688258954,0.526356081694604,0.47253692785833,0.591656341694285,0.659199748755102,0.770963333036853,0.625386260895371,0.551620567491346,0.652007513956496,0.663926831989158,0.551532710483325,0.46704382259074,0.815859556806507,0.646605409719472,0.76586386148947,0.707419639107713,0.484420373205829,0.60370715381076,0.59575549414145,0.674688832436031,0.679302870844237,0.770932981715823,0.681269411670344,0.438433527002706,0.553628922590564,0.70281176717331,0.461793315915307,0.761554124508143,0.608917797037727,0.570693507668295,0.554666056344614,0.615040841900125,0.627097952431046,0.516661220078575,0.631339235800974,0.672658975022051,0.628760501561767,0.784777740668653,0.803124497784137,0.586490077357352,0.702022928454854,0.637728587483953,0.65564974197424,0.442265168386423,0.660204674347349,0.638081809317628,0.538177859717442,0.666249149157772,0.656946122861718,0.629754717603246,0.434818433494028,0.681048795438782,0.68170283406564,0.581706552394903,0.499023887933245,0.675810308689965,0.624679991275602,0.630608369019458,0.747437711965376,0.633927442471362,0.605118188012361,0.639184616069172,0.433477821396453,0.749441507515685,0.797825400685319,0.45253920118981,0.509172349951053,0.461442828266196,0.606531980966488,0.598541291442235,0.518413866378978,0.661475658339207,0.606509396301685,0.652291407714334,0.577646780224975,0.635714813090082,0.647654914219518,0.528989930186272,0.684242499391106,0.433997054664035,0.733460759507499,0.536679825142771,0.666848797653185,0.672387820012675,0.577355120591097,0.724952565676866,0.74693487686213,0.74927673787279,0.665050559607557,0.459013970806745,0.581605540416742,0.768518099985288,0.638470516791443,0.439918459497458,0.527889807344376,0.798362414478243
